Model,Const,Mem,Prop,#States (min),#Params (min),Add. Settings,Method,Time,Found
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1,qcqp,54.3392,40.2239
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1,qcqp,54.5297,40.2239
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1,qcqp,54.7388,40.2239
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1,qcqp,52.8342,40.2239
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1,qcqp,52.9383,40.2239
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum,6862.308,0.28
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum,2396.644,0.28
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum,3867.106,0.2801
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum,4265.771,0.2801
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum,N/A,N/A
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum-sign,48.829,0.2862
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum-sign,48.441,0.2862
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum-sign,48.225,0.2862
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum-sign,47.584,0.2862
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum-sign,47.585,0.2862
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,qcqp,2336.577,0.3127
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,qcqp,2397.6267,0.3127
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,qcqp,2388.5641,0.3127
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,qcqp,2992.4986,0.3066
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,qcqp,3000.6896,0.3066
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,pso,N/A,N/A
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,pso,N/A,N/A
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,pso,N/A,N/A
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,pso,N/A,N/A
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,pso,N/A,N/A
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum,304.67,0.28
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum,321.441,0.28
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum,309.946,0.28
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum,309.615,0.28
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum,308.279,0.28
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum-sign,5.003,0.296
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum-sign,5.002,0.296
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum-sign,5.026,0.296
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum-sign,5.012,0.296
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum-sign,3.866,0.296
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,qcqp,88.8875,0.3095
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,qcqp,106.2579,0.3095
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,qcqp,106.2626,0.3095
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,qcqp,106.1412,0.3095
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,qcqp,102.7348,0.3095
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,pso,N/A,N/A
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,pso,N/A,N/A
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,pso,N/A,N/A
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,pso,N/A,N/A
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1,pso,N/A,N/A
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1,momentum,251.163,7.195
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1,momentum,282.924,7.195
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1,momentum,279.645,7.195
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1,momentum,280.326,7.195
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1,momentum,278.439,7.195
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1,momentum-sign,78.9,6.9626
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1,momentum-sign,76.979,6.9626
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1,momentum-sign,76.671,6.9626
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1,momentum-sign,87.645,6.9626
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1,momentum-sign,86.562,6.9626
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1,qcqp,296.177,6.9589
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1,qcqp,313.5449,6.9589
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1,qcqp,317.2469,6.9589
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1,qcqp,312.8743,6.9589
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1,qcqp,311.7524,6.9589
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1,momentum,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1,momentum,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1,momentum,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1,momentum,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1,momentum,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1,momentum-sign,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1,momentum-sign,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1,momentum-sign,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1,momentum-sign,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1,momentum-sign,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1,qcqp,1328.3806,7.1419
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1,qcqp,1330.0186,7.1419
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1,qcqp,1320.3773,7.1419
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1,qcqp,1263.55,7.1419
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1,qcqp,1304.0456,7.1419
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1,pso,ERR,ERR
