Model,Const,Mem,Prop,#States (min),#Params (min),Add. Settings,Method,Time,Found
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,adam,521.327,0.3517
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,adam,975.451,0.352
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,adam,465.474,0.3512
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,adam,795.423,0.3518
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,radam,161.906,0.3512
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,radam,191.75,0.3512
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,radam,197.401,0.3512
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,radam,193.683,0.3512
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,radam,194.077,0.3512
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,rmsprop,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,rmsprop,2587.251,0.3576
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,rmsprop,1863.04,0.3547
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,rmsprop,4203.503,0.3514
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,rmsprop,536.058,0.3508
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,plain,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,plain,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,plain,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,plain,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,plain,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,plain-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,plain-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,plain-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,plain-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,plain-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum,5482.621,0.35
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum-sign,344.719,0.3527
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum-sign,319.764,0.3515
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum-sign,675.691,0.3514
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum-sign,306.189,0.3514
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,momentum-sign,1729.824,0.351
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,nesterov,2592.786,0.3521
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,nesterov,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,nesterov,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,nesterov,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,nesterov,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,nesterov-sign,2501.08,0.3545
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,nesterov-sign,1895.827,0.353
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,nesterov-sign,1576.792,0.3512
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,nesterov-sign,723.38,0.3526
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1,nesterov-sign,1392.736,0.3533
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,adam,11.589,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,adam,11.602,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,adam,11.609,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,adam,11.56,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,adam,12.675,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,radam,28.191,0.3505
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,radam,28.224,0.3505
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,radam,33.933,0.3505
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,radam,33.922,0.3505
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,radam,31.281,0.3505
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,rmsprop,7.664,0.3537
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,rmsprop,7.664,0.3537
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,rmsprop,6.482,0.3537
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,rmsprop,6.49,0.3537
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,rmsprop,6.434,0.3537
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,plain,2815.512,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,plain,2827.443,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,plain,2821.029,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,plain,2962.029,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,plain,2962.361,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,plain-sign,10.837,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,plain-sign,10.374,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,plain-sign,10.389,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,plain-sign,8.515,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,plain-sign,8.554,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum,392.666,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum,487.675,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum,462.209,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum,462.642,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum,392.25,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum-sign,12.761,0.351
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum-sign,12.761,0.351
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum-sign,12.873,0.351
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum-sign,16.997,0.351
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,momentum-sign,12.831,0.351
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,nesterov,409.166,0.3501
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,nesterov,551.483,0.3501
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,nesterov,404.315,0.3501
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,nesterov,391.077,0.3501
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,nesterov,461.412,0.3501
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,nesterov-sign,11.176,0.3505
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,nesterov-sign,10.786,0.3505
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,nesterov-sign,10.812,0.3505
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,nesterov-sign,10.761,0.3505
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1,nesterov-sign,9.546,0.3505
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,adam,124.003,5.8574
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,adam,122.669,5.8574
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,adam,154.345,5.8574
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,adam,154.371,5.8574
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,adam,149.82,5.8574
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,radam,207.749,5.7762
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,radam,200.139,5.7762
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,radam,179.994,5.7762
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,radam,182.869,5.7762
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,radam,183.398,5.7762
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,rmsprop,185.321,5.8957
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,rmsprop,191.863,5.8957
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,rmsprop,191.327,5.8957
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,rmsprop,192.441,5.8957
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,rmsprop,190.513,5.8957
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,plain,1970.423,6.0
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,plain,1980.075,6.0
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,plain,2106.364,6.0
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,plain,1862.694,6.0
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,plain,2002.967,6.0
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,plain-sign,165.633,5.9379
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,plain-sign,171.596,5.9379
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,plain-sign,170.825,5.9379
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,plain-sign,180.235,5.9379
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,plain-sign,168.306,5.9379
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,momentum,481.721,5.9996
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,momentum,470.307,5.9996
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,momentum,473.678,5.9996
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,momentum,484.483,5.9996
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,momentum,490.489,5.9996
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,momentum-sign,144.652,5.7494
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,momentum-sign,144.382,5.7494
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,momentum-sign,143.581,5.7494
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,momentum-sign,120.856,5.7494
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,momentum-sign,121.517,5.7494
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,nesterov,484.16,5.9995
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,nesterov,487.447,5.9995
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,nesterov,465.512,5.9995
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,nesterov,468.325,5.9995
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,nesterov,440.54,5.9995
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,nesterov-sign,113.496,5.876
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,nesterov-sign,114.184,5.876
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,nesterov-sign,112.154,5.876
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,nesterov-sign,112.531,5.876
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1,nesterov-sign,110.835,5.876
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,adam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,radam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,radam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,radam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,radam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,radam,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,rmsprop,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,rmsprop,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,rmsprop,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,rmsprop,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,rmsprop,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,plain,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,plain,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,plain,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,plain,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,plain,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,plain-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,plain-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,plain-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,plain-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,plain-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,momentum,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,momentum,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,momentum,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,momentum,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,momentum,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,momentum-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,nesterov,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,nesterov,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,nesterov,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,nesterov,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,nesterov,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,nesterov-sign,N/A,N/A
maze2,N/A,50,6_reward__min_goal,	61000,29750,lr=0.1,nesterov-sign,N/A,N/A
